Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,EnglishTitle,OMDb_Title,OMDb_Year,OMDb_Rated,OMDb_Released,OMDb_Runtime,OMDb_Genre,OMDb_Director,OMDb_Writer,OMDb_Actors,OMDb_Plot,OMDb_Language,OMDb_Country,OMDb_Awards,OMDb_Poster,OMDb_Ratings,OMDb_Metascore,OMDb_imdbRating,OMDb_imdbVotes,OMDb_imdbID,OMDb_Type,OMDb_DVD,OMDb_BoxOffice,OMDb_Production,OMDb_Website,OMDb_Response,Error
PAW Patrol: The Mighty Movie,No,,"50,700,000",1:28,34600000,PAW Patrol: The Mighty Movie,PAW Patrol: The Mighty Movie,2023.0,PG,29 Sep 2023,88 min,"Animation, Action, Adventure",Cal Brunker,"Cal Brunker, Bob Barlen, Shane Morris","Dan Duran, Kristen Bell, James Marsden","A magical meteor falls in Adventure City and gives the PAW Patrol superpowers, transforming them into the Mighty Pups. But they face their most powerful challenge when Humdinger teams up with a mad scientist to steal their powers.",English,"Canada, United States",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZTM3NWM4ZTUtYjNhMC00Mzg1LWFmM2QtNGQ0NDg1NzkzYWY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,5.9,"6,081",tt15837338,movie,,"$65,343,309",,,True,
Kraven the Hunter,No,,"73,000,000",2:07,34500000,Kraven the Hunter,Kraven the Hunter,2024.0,R,13 Dec 2024,127 min,"Action, Adventure, Thriller",J.C. Chandor,"Richard Wenk, Art Marcum, Matt Holloway","Aaron Taylor-Johnson, Ariana DeBose, Fred Hechinger","Kraven's complex relationship with his ruthless father, Nikolai Kravinoff, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most ...","English, Russian, Turkish","United Kingdom, Iceland, Canada, United States",5 nominations total,https://m.media-amazon.com/images/M/MV5BZDU0YTI5ODAtN2NmMS00YTg3LTgyNDItN2RmOWEzOTkzZjcyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,5.5,"70,804",tt8790086,movie,,"$25,026,310",,,True,
Demon City // Demon City 鬼ゴロシ,Yes,2025-02-27,"60,500,000",1:48,33600000,Demon City,Demon City,2025.0,TV-MA,27 Feb 2025,106 min,"Action, Adventure, Crime",Seiji Tanaka,"Masamichi Kawabe, Seiji Tanaka","Tôma Ikuta, Masahiro Higashide, Miou Tanaka","Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BYzg3ZGY5MmUtNGViOC00ZjRkLTg4ZmYtMDI1NWZiZDQ0Zjc2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",,5.4,"5,511",tt35111035,movie,,,,,True,
The Emoji Movie,No,,"48,700,000",1:27,33600000,The Emoji Movie,The Emoji Movie,2017.0,PG,28 Jul 2017,86 min,"Animation, Adventure, Comedy",Tony Leondis,"Tony Leondis, Eric Siegel, Mike White","T.J. Miller, James Corden, Anna Faris","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","English, Spanish",United States,6 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12.0,3.5,"76,999",tt4877122,movie,,"$86,089,513",,,True,
Bullet Train Explosion // 新幹線大爆破,Yes,2025-04-23,"76,300,000",2:17,33400000,Bullet Train Explosion,Bullet Train Explosion,2025.0,TV-14,23 Apr 2025,134 min,"Action, Crime, Drama",Shinji Higuchi,"Kazuhiro Nakagawa, Ryûnosuke Ono, Sunao Sakagami","Tsuyoshi Kusanagi, Kanata Hosoda, Non",A group who straps bombs to a Japanese bullet train in an attempt to extort money from the government.,Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BODNiYjcwY2UtYzZiNS00M2EzLWI2NmMtMmYzNTQ2ZTRjYWUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,6.2,"7,769",tt33452974,movie,,,,,True,
Bee Movie,No,,"51,200,000",1:32,33400000,Bee Movie,Bee Movie,2007.0,PG,02 Nov 2007,91 min,"Animation, Adventure, Comedy","Simon J. Smith, Steve Hickner","Jerry Seinfeld, Spike Feresten, Barry Marder","Jerry Seinfeld, Renée Zellweger, Matthew Broderick","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship ...",English,"United States, Canada",1 win & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,6.1,"191,705",tt0389790,movie,,"$126,631,277",,,True,
A Deadly American Marriage,Yes,2025-05-09,"55,500,000",1:43,32300000,A Deadly American Marriage,A Deadly American Marriage,2025.0,TV-MA,09 May 2025,102 min,"Documentary, Crime","Jessica Burgess, Jenny Popplewell",,"Sarah Corbett Lynch, Jack Corbett Lynch, Wanda Thompson",A disturbing 911 call and horrific crime scene raise questions about Jason Corbett's death. His family shares memories and hidden realities beneath their perfect-looking life.,English,United Kingdom,,https://m.media-amazon.com/images/M/MV5BMThlZmQxMWYtMzI1NS00OTQ5LTk0NjEtY2VmZjM2MTgzZWYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,"5,203",tt36592065,movie,,,,,True,
Last Bullet // Balle perdue 3,Yes,2025-05-07,"59,000,000",1:53,31300000,Last Bullet,Last Bullet,2025.0,TV-MA,07 May 2025,111 min,"Action, Crime, Drama",Guillaume Pierret,"Guillaume Pierret, Caryl Ferey","Alban Lenoir, Nicolas Duvauchelle, Stéfi Celma","In southern France, Lino is a getaway driver, ex-convict, and burglar who builds cars for criminal purposes.",French,France,,https://m.media-amazon.com/images/M/MV5BZGJkM2I2MjAtMmRiNy00MTkyLTg4ZDUtZjI1MmQxNzljNTUxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",,6.3,"3,360",tt29768333,movie,,,,,True,
Rebel Ridge,Yes,2024-09-06,"68,500,000",2:12,31100000,Rebel Ridge,Rebel Ridge,2024.0,TV-MA,06 Sep 2024,131 min,"Action, Crime, Drama",Jeremy Saulnier,Jeremy Saulnier,"Aaron Pierre, Don Johnson, AnnaSophia Robb",A former Marine grapples his way through a web of small-town corruption when an attempt to post bail for his cousin escalates into a violent standoff with the local police chief.,English,United States,4 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BYTE4ZDE5ZTktZWZkMC00MGY4LWFkZDUtZTc5YWU3NzM2YmM3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,6.8,"89,269",tt11301886,movie,,,,,True,
Mission: Impossible - Dead Reckoning,No,,"85,000,000",2:44,31100000,Mission: Impossible - Dead Reckoning,Mission: Impossible - Dead Reckoning Part One,2023.0,PG-13,12 Jul 2023,163 min,"Action, Adventure, Thriller",Christopher McQuarrie,"Bruce Geller, Christopher McQuarrie, Erik Jendresen","Tom Cruise, Hayley Atwell, Ving Rhames",Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,"English, Italian, Russian, French",United States,Nominated for 2 Oscars. 18 wins & 68 nominations total,https://m.media-amazon.com/images/M/MV5BN2U4OTdmM2QtZTkxYy00ZmQyLTg2N2UtMDdmMGJmNDhlZDU1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,7.6,"309,576",tt9603212,movie,,"$172,640,980",,,True,
The Equalizer 2,No,,"59,800,000",2:01,29700000,The Equalizer 2,The Equalizer 2,2018.0,R,20 Jul 2018,121 min,"Action, Crime, Mystery",Antoine Fuqua,"Richard Wenk, Michael Sloan, Richard Lindheim","Denzel Washington, Pedro Pascal, Ashton Sanders","Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?","English, French, Turkish, Hebrew, Arabic, Spanish",United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2OTYzODQyMF5BMl5BanBnXkFtZTgwNjU3Njk5NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.7,"219,726",tt3766354,movie,,"$102,084,362",,,True,
Squad 36 // Bastion 36,Yes,2025-02-28,"61,100,000",2:05,29300000,Squad 36,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
The Six Triple Eight,Yes,2024-12-20,"62,300,000",2:10,28800000,The Six Triple Eight,The Six Triple Eight,2024.0,PG-13,20 Dec 2024,127 min,"Drama, History, War",Tyler Perry,"Kevin Hymel, Tyler Perry","Kerry Washington, Ebony Obsidian, Milauna Jackson","During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time.",English,"United Kingdom, United States",Nominated for 1 Oscar. 12 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNDdhYTY4ZTEtZTlhZS00ZWI1LWFjYzQtMWRkMjIzN2E5NjBjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.6,"26,999",tt24458622,movie,,,,,True,
Lucca's World // Los dos hemisferios de Lucca,Yes,2025-01-31,"46,600,000",1:37,28800000,Lucca's World,Lucca's World,2025.0,,31 Jan 2025,96 min,Drama,Mariana Chenillo,"Bárbara Anderson, Javier Peñalosa","Bárbara Mori, Juan Pablo Medina, Danish Husain","Determined to help her son, who has cerebral palsy, Bárbara takes her family to India for an experimental treatment.",Spanish,Mexico,,https://m.media-amazon.com/images/M/MV5BYTY0YzM1MzEtMmI5OS00MjFjLWIwZDQtMWU4MjYyZTQ2NjVlXkEyXkFqcGc@._V1_SX300.jpg,[],,,,tt28657879,movie,,,,,True,
Hotel Transylvania 2,No,,"42,700,000",1:30,28500000,Hotel Transylvania 2,Hotel Transylvania 2,2015.0,PG,25 Sep 2015,89 min,"Animation, Adventure, Comedy",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham","Adam Sandler, Andy Samberg, Selena Gomez","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",English,"United States, Canada",3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BY2ExYWJhMDYtYjcwMy00YjA2LTk2YzQtY2FhMWYxZThiNDQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,6.6,"155,330",tt2510894,movie,,"$169,700,110",,,True,
The Union,Yes,2024-08-16,"51,600,000",1:49,28400000,The Union,The Union,2024.0,PG-13,16 Aug 2024,107 min,"Action, Comedy, Thriller",Julian Farino,"Joe Barton, David Guggenheim","Mark Wahlberg, Halle Berry, J.K. Simmons","Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission.",English,"United States, United Kingdom",1 nomination total,https://m.media-amazon.com/images/M/MV5BY2I0YmNiNmEtNWI2My00NDU5LWIwZWItNWNkNjFmYWJjNTMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,5.4,"54,087",tt12610390,movie,,,,,True,
Puss in Boots: The Last Wish,No,,"47,600,000",1:42,28000000,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,2022.0,PG,21 Dec 2022,102 min,"Animation, Action, Adventure","Joel Crawford, Januel Mercado","Paul Fisher, Tommy Swerdlow, Tom Wheeler","Antonio Banderas, Salma Hayek, Harvey Guillén","When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","English, Spanish","United States, Japan",Nominated for 1 Oscar. 8 wins & 57 nominations total,https://m.media-amazon.com/images/M/MV5BMzg0MWUzMjctYjVlOS00NzVjLWIwZDMtNzg1YzNkYzdjNTMwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,7.8,"212,498",tt3915174,movie,,"$186,090,535",20th Century Fox,,True,
Uncharted (2022),No,,"53,300,000",1:56,27600000,Uncharted,Uncharted,2022.0,PG-13,18 Feb 2022,116 min,"Action, Adventure",Ruben Fleischer,"Rafe Judkins, Art Marcum, Matt Holloway","Tom Holland, Mark Wahlberg, Antonio Banderas","Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.","English, Spanish, Latin","Spain, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BYjQxYWNiNzgtOTc2Yi00OGEwLTk5MjAtODdiZTk0ZDJlZGY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,6.3,"288,483",tt1464335,movie,,"$148,648,820",Columbia Pictures,,True,
The Twister: Caught in the Storm,Yes,2025-03-19,"40,500,000",1:29,27300000,The Twister: Caught in the Storm,The Twister: Caught in the Storm,2025.0,TV-MA,19 Mar 2025,89 min,Documentary,Alexandra Lacey,Alexandra Lacey,"Mac Wright, Kaylee Parker, Chad Crilley","It is graduation day in Joplin, Missouri. As the Class of 2011 collect their diplomas, their hometown is hit by a rare EF-5 tornado. Believing it could be the end of the world, a group of teenagers find themselves in the eye of th...",English,United Kingdom,,https://m.media-amazon.com/images/M/MV5BYzBiYzhlZDEtZjU5Ny00ZDY4LWJjZTEtNGM4ZmQ2ODE2NTBkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,"4,277",tt35882698,movie,,,,,True,
Hotel Transylvania 3: Summer Vacation,No,,"44,200,000",1:37,27300000,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018.0,PG,13 Jul 2018,97 min,"Animation, Adventure, Comedy",Genndy Tartakovsky,"Genndy Tartakovsky, Michael McCullers","Adam Sandler, Andy Samberg, Selena Gomez","Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","English, Spanish, German, Russian","United States, South Korea",2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BYzU4MmE4MjEtOTU4NS00ZTZiLTg5NTYtNzE2ZWMyODcyYzFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,6.3,"95,058",tt5220122,movie,,"$167,510,016",,,True,
Sing: Thriller,Yes,2024-10-16,"5,400,000",0:12,27000000,Sing: Thriller,Sing: Thriller,2024.0,TV-PG,16 Oct 2024,11 min,"Animation, Short, Comedy",Garth Jennings,Garth Jennings,"Matthew McConaughey, Tori Kelly, Nick Kroll","The short film is based on Michael Jackson's hit song ""Thriller"" from his 1982 album of the same name. A theater troupe's ""Thriller"" performance goes awry when partygoers transform into zombie dancers after exposure to a mysteriou...",English,United States,,https://m.media-amazon.com/images/M/MV5BMTRlZTcxMTMtZDBhYS00NjRjLWJmN2YtZjhhYjEzNDA5YTUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,"3,113",tt33999453,movie,,,,,True,
We Can Be Heroes,Yes,2020-12-25,"45,200,000",1:41,26900000,We Can Be Heroes,We Can Be Heroes,2020.0,PG,25 Dec 2020,100 min,"Animation, Action, Comedy",Robert Rodriguez,"Robert Rodriguez, Racer Rodriguez","YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas","When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents and the planet.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BODdkYTdhMGItNTg3Zi00NzczLWI2YjgtZThlNTFjZjBlYzFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,4.7,"18,677",tt10600398,movie,,,,,True,
Titan: The OceanGate Submersible Disaster,Yes,2025-06-11,"49,300,000",1:52,26400000,Titan: The OceanGate Submersible Disaster,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Sonic the Hedgehog (2020),No,,"44,500,000",1:41,26400000,Sonic the Hedgehog,Sonic the Hedgehog,2020.0,PG,14 Feb 2020,99 min,"Action, Adventure, Comedy",Jeff Fowler,"Pat Casey, Josh Miller, Yuji Naka","Ben Schwartz, James Marsden, Jim Carrey","Taking refuge on Earth, when Sonic uses his incredible speed and accidentally knock out the power in part of the United States, he catches the attention of Dr. Robotnik and must stop him from using his unique power for world domin...","English, French, Persian","United States, Japan, Canada, United Kingdom",3 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYTg2Yjc5MzItNzVmMi00MTllLWI2MDQtOTYyOWNjYWIxNzEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,6.5,"185,523",tt3794354,movie,,"$148,974,665",,,True,
Dr. Seuss' The Grinch,No,,"37,100,000",1:26,25900000,Dr. Seuss' The Grinch,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Trolls Band Together,No,,"38,600,000",1:32,25200000,Trolls Band Together,Trolls Band Together,2023.0,PG,17 Nov 2023,91 min,"Animation, Adventure, Comedy","Walt Dohrn, Tim Heitz","Elizabeth Tippet, Thomas Dam","Anna Kendrick, Justin Timberlake, Kenan Thompson","As they grow closer, Poppy discovers that Branch was once part of her favorite boy band phenomenon, BroZone, with his four brothers. When one of them, Floyd, is kidnapped by villains, Branch and Poppy embark on a journey to rescue...","English, Spanish","United States, United Kingdom",5 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BY2EzNTY0N2MtMTAyZS00ZTIwLTk5MmUtNWJhMmIwYmM5OWFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,6.0,"18,609",tt14362112,movie,,"$103,270,155",,,True,
Den of Thieves 2: Pantera,No,,"59,900,000",2:24,25000000,Den of Thieves 2: Pantera,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Number 24 // Nr. 24,No,2025-01-01,"45,100,000",1:52,24200000,Number 24,The Number 24,2009.0,Not Rated,24 Aug 2009,103 min,"Action, Horror, Thriller",Daniel Shulkin,"Brandon Lee, Daniel Shulkin, Adrian Tse","Chris Bargis, Adrian Tse, Amir Khalifa","A seemingly normal teenager takes a book out of the library titled ""The Number 24"". As he begins to read the book, he becomes fascinated and obsessed with the demonic phrases and references. As he dwells deeper into the book and i...",English,Canada,,https://m.media-amazon.com/images/M/MV5BODU4MGM5NGUtNzFhZS00ZTE5LWI4NjEtZTczYWQzNDRhYzU3XkEyXkFqcGdeQXVyMTAxODk2NTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",,4.8,25,tt1845299,movie,,,,,True,
Inside Man: Most Wanted,No,,"42,800,000",1:46,24200000,Inside Man: Most Wanted,Inside Man: Most Wanted,2019.0,R,24 Sep 2019,105 min,"Action, Crime, Thriller",M.J. Bassett,"Brian Brightly, Russell Gewirtz","Aml Ameen, Rhea Seehorn, Roxanne McKee",An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour siege at the U.S. Federal Reserve.,"English, German, French, Latin",United States,,https://m.media-amazon.com/images/M/MV5BMjBjZGI5ZjEtODMwMi00YWUxLWI3NjktZWM5MDY2MWRiNzcwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,"7,950",tt7832848,movie,,,,,True,
Red Notice,Yes,2021-11-12,"46,600,000",1:58,23700000,Red Notice,Red Notice,2021.0,PG-13,12 Nov 2021,118 min,"Action, Comedy, Thriller",Rawson Marshall Thurber,Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot",An Interpol agent successfully tracks down the world's most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.,"English, Russian, Italian, Spanish, Indonesian","United States, United Kingdom, Singapore, Italy, Thailand, Canada",1 nomination total,https://m.media-amazon.com/images/M/MV5BOGNjNGQ3MmItYTM5NS00NjBiLWI0ZTItZDE5ZjQyNjg3ODBjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37.0,6.3,"345,070",tt7991608,movie,,,,,True,
